Attrition_Flag,Gender,Dependent_count,Education_Level,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Amt_Chng_Q4_Q1,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Married,Single,Unknown,Age_Under 30,Age_30-40,Age_40-50,Age_50-60,Total_Trans_Amt_Binned_Low,Total_Trans_Amt_Binned_Medium,Total_Trans_Amt_Binned_High,Avg_Open_To_Buy_Binned_Low,Avg_Open_To_Buy_Binned_Medium,Avg_Open_To_Buy_Binned_High,Total_Revolving_Bal_Binned_Low,Total_Revolving_Bal_Binned_Medium,Total_Revolving_Bal_Binned_High
0,0.0,3,5,4,1,45,5,2,4,1.0,32096.0,69,0.766,0.917,1,0,0,False,False,False,True,False,True,False,False,False,False,False,False,False
0,1.0,2,3,-1,1,46,5,3,2,0.0,2220.0,30,0.5,0.579,1,0,0,False,False,False,True,False,True,False,True,False,False,False,True,False
0,0.0,4,-1,2,1,36,3,3,3,1.0,3872.0,88,0.938,0.66,0,1,0,False,False,True,False,False,True,False,False,True,False,False,False,True
0,1.0,3,4,1,1,45,5,1,3,0.0,854.0,45,1.492,1.25,0,1,0,False,False,False,True,False,True,False,True,False,False,False,False,True
0,0.0,5,4,4,2,28,3,3,2,1.0,32785.0,63,0.605,0.575,0,1,0,False,True,False,False,False,True,False,False,False,False,False,False,True
0,0.0,0,1,1,1,54,4,3,2,1.0,779.0,34,0.46,1.0,1,0,0,False,False,False,False,False,True,False,True,False,False,False,True,False
0,1.0,1,0,2,1,43,3,1,1,0.0,4760.0,20,0.564,0.538,1,0,0,False,False,False,False,False,True,False,True,False,False,False,False,False
0,0.0,1,3,4,1,27,6,2,5,1.0,25007.0,56,1.394,1.0,0,1,0,False,True,False,False,False,True,False,False,False,True,False,True,False
0,1.0,2,3,1,1,43,5,2,2,0.0,7549.0,63,0.588,0.909,1,0,0,False,False,False,True,False,True,False,False,True,False,False,True,False
0,1.0,2,5,2,1,24,5,2,3,0.0,1128.0,26,0.715,0.444,1,0,0,False,True,False,False,False,True,False,True,False,False,False,False,True
0,0.0,2,3,5,1,27,6,2,2,1.0,12607.0,59,0.509,0.595,0,1,0,False,True,False,False,False,True,False,False,True,False,False,True,False
0,0.0,1,2,4,1,48,6,1,5,1.0,10234.0,38,0.435,0.652,1,0,0,False,False,False,True,False,True,False,False,True,False,False,False,True
0,1.0,3,-1,1,1,17,6,1,1,0.0,1133.0,58,0.969,0.812,0,1,0,False,True,False,False,False,True,False,True,False,False,False,False,True
0,0.0,0,5,3,1,18,6,2,3,1.0,953.0,59,0.765,0.903,0,1,0,False,True,False,False,False,True,False,True,False,False,False,False,True
0,1.0,3,3,-1,1,36,5,2,2,0.0,9840.0,64,0.893,1.207,0,1,0,False,True,False,False,False,True,False,False,True,False,False,True,False
0,1.0,3,3,2,1,36,6,1,2,0.0,5973.0,67,1.158,1.31,0,1,0,False,True,False,False,False,True,False,False,True,False,False,False,True
0,0.0,1,3,3,2,44,5,2,1,1.0,25685.0,68,0.498,0.789,0,0,1,False,False,False,True,False,True,False,False,False,True,False,True,False
0,1.0,1,0,1,1,29,5,3,0,0.0,2738.0,58,0.986,0.706,1,0,0,False,True,False,False,False,True,False,True,False,False,False,False,True
0,0.0,3,3,5,1,28,4,3,2,1.0,14869.0,48,1.624,1.087,1,0,0,False,True,False,False,False,True,False,False,True,False,False,False,False
0,0.0,1,3,2,1,36,6,2,2,1.0,335.0,27,0.596,0.688,1,0,0,False,False,False,True,False,True,False,True,False,False,False,False,True
0,0.0,1,-1,4,1,28,6,1,4,1.0,995.0,63,0.675,0.75,0,0,1,False,False,True,False,False,True,False,True,False,False,False,False,True
0,1.0,3,1,2,1,30,5,2,1,0.0,542.0,77,0.688,0.711,0,1,0,False,False,True,False,False,True,False,True,False,False,False,False,True
0,0.0,2,0,4,1,46,6,1,3,1.0,7343.0,36,0.35,0.333,1,0,0,False,False,False,True,False,True,False,False,True,False,False,False,True
0,1.0,2,-1,1,1,36,5,2,3,0.0,1153.0,41,0.537,0.414,1,0,0,False,False,False,True,False,True,False,True,False,False,False,True,False
0,0.0,2,3,2,1,17,6,3,3,1.0,3176.0,67,0.652,0.457,0,0,0,False,True,False,False,False,True,False,True,False,False,False,False,False
0,0.0,2,3,4,1,42,6,1,0,1.0,19358.0,31,0.409,0.409,1,0,0,False,False,False,True,False,True,False,False,False,True,False,False,True
0,0.0,2,1,-1,1,41,5,2,4,1.0,1343.0,31,0.34,0.632,1,0,0,False,False,False,True,False,True,False,True,False,False,False,False,True
0,0.0,1,2,3,1,40,4,2,4,1.0,15659.0,78,0.54,0.66,1,0,0,False,False,True,False,False,True,False,False,False,True,False,False,True
0,0.0,2,1,3,1,51,5,6,3,1.0,346.0,39,0.583,0.696,1,0,0,False,False,False,True,False,True,False,True,False,False,False,False,True
0,0.0,3,3,3,3,37,5,1,2,1.0,32087.0,57,0.742,0.727,1,0,0,False,False,True,False,False,True,False,False,False,False,False,False,True
0,0.0,4,3,3,1,30,4,1,1,1.0,12653.0,67,0.438,0.523,0,1,0,False,True,False,False,False,True,False,False,True,False,False,True,False
1,0.0,3,3,4,1,39,4,4,3,1.0,16155.0,35,0.799,0.591,1,0,0,False,False,True,False,False,True,False,False,False,True,False,False,True
0,1.0,1,0,1,1,36,6,2,2,0.0,3705.0,67,0.635,0.523,1,0,0,False,False,True,False,False,True,False,True,False,False,True,False,False
0,1.0,1,0,1,1,36,3,2,4,0.0,4370.0,26,0.65,1.0,1,0,0,False,False,False,False,False,True,False,False,True,False,False,False,True
0,0.0,2,1,4,1,30,6,3,3,1.0,14570.0,56,1.326,0.806,1,0,0,False,True,False,False,False,True,False,False,False,True,False,True,False
0,0.0,5,1,5,1,32,5,2,2,1.0,33492.0,71,0.72,0.651,1,0,0,False,False,True,False,False,True,False,False,False,False,False,True,False
0,0.0,0,0,-1,1,36,3,3,3,1.0,15231.0,77,1.042,0.878,0,0,0,True,False,False,False,False,True,False,False,False,True,False,False,True
0,0.0,5,-1,4,1,30,3,2,1,1.0,19087.0,65,0.572,0.667,0,1,0,False,False,True,False,False,True,False,False,False,True,False,False,True
0,1.0,4,1,2,1,38,6,3,3,0.0,5364.0,77,0.738,0.711,0,1,0,False,False,True,False,False,True,False,False,True,False,False,False,True
0,0.0,5,1,4,1,50,4,2,3,1.0,13427.0,27,0.521,0.588,1,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False
0,0.0,2,0,4,1,36,3,3,2,1.0,604.0,58,1.027,1.071,0,0,0,False,True,False,False,False,True,False,True,False,False,False,False,True
0,0.0,2,0,4,1,52,6,2,4,1.0,10974.0,26,0.591,1.0,1,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False
1,0.0,1,-1,3,1,36,1,3,4,1.0,8757.0,10,0.447,0.429,1,0,0,False,True,False,False,True,False,False,False,True,False,True,False,False
0,0.0,2,1,3,1,40,4,1,3,1.0,5265.0,68,0.524,0.744,1,0,0,False,False,True,False,False,True,False,False,True,False,False,False,False
1,1.0,2,1,-1,1,36,6,4,3,0.0,14639.0,33,0.717,0.32,0,0,0,False,False,True,False,False,True,False,False,False,True,False,False,True
0,0.0,1,-1,4,1,36,4,2,3,1.0,12209.0,41,0.512,0.519,1,0,0,False,False,False,True,False,True,False,False,True,False,False,True,False
0,0.0,0,-1,3,1,46,3,2,4,1.0,558.0,72,0.592,0.532,1,0,0,False,False,False,True,False,True,False,True,False,False,False,False,True
0,0.0,1,-1,3,1,29,3,2,3,1.0,1604.0,51,0.633,0.457,1,0,0,False,True,False,False,False,True,False,True,False,False,False,False,True
0,0.0,3,3,4,1,51,6,2,3,1.0,17198.0,62,0.803,0.722,0,1,0,False,False,False,True,False,True,False,False,False,True,False,False,False
0,0.0,4,1,5,1,41,6,3,4,1.0,1688.0,54,0.773,0.317,1,0,0,False,False,False,True,False,True,False,True,False,False,False,False,True
0,0.0,1,-1,3,1,19,6,1,2,1.0,17708.0,58,1.148,0.657,1,0,0,False,True,False,False,False,True,False,False,False,True,False,True,False
0,1.0,3,-1,2,1,52,4,1,1,0.0,566.0,56,1.19,0.647,0,1,0,False,False,False,True,False,True,False,True,False,False,False,True,False
0,0.0,3,1,5,1,20,6,3,2,1.0,26311.0,46,0.544,0.394,1,0,0,False,True,False,False,False,True,False,False,False,True,False,True,False
0,0.0,3,3,5,1,36,3,3,2,1.0,30733.0,45,1.731,1.647,1,0,0,False,True,False,False,False,True,False,False,False,False,False,False,True
0,1.0,2,1,1,1,28,5,2,1,0.0,6778.0,77,0.762,0.604,0,1,0,False,True,False,False,False,True,False,False,True,False,False,True,False
0,0.0,0,0,2,1,36,4,3,3,1.0,7200.0,83,0.894,0.93,0,1,0,False,True,False,False,False,True,False,False,True,False,False,False,False
0,1.0,1,0,-1,1,13,6,2,3,0.0,11051.0,50,0.832,0.471,0,1,0,True,False,False,False,False,True,False,False,True,False,False,True,False
0,1.0,0,3,1,1,50,4,2,2,0.0,1545.0,23,0.569,0.643,1,0,0,False,False,False,True,False,True,False,True,False,False,False,False,True
0,0.0,1,3,4,1,18,6,2,5,1.0,3168.0,76,0.749,0.583,0,1,0,False,True,False,False,False,True,False,False,True,False,False,False,True
0,1.0,5,3,1,1,35,3,6,4,0.0,3224.0,75,0.668,0.562,1,0,0,False,False,True,False,False,False,True,False,True,False,False,False,True
0,0.0,1,0,4,1,40,6,1,1,1.0,15257.0,38,0.419,0.462,1,0,0,False,False,False,True,False,True,False,False,False,True,False,False,True
0,0.0,3,2,4,1,39,3,3,2,1.0,16843.0,29,0.898,1.071,1,0,0,False,False,False,True,False,True,False,False,False,True,False,False,True
0,0.0,2,0,5,1,17,3,1,2,1.0,2704.0,69,0.856,1.3,0,1,0,False,True,False,False,False,True,False,False,True,False,False,False,True
0,0.0,1,-1,4,2,38,3,2,3,1.0,33714.0,27,0.899,0.8,0,0,0,False,False,True,False,False,True,False,False,False,False,False,True,False
0,0.0,0,3,1,1,21,4,3,2,1.0,50.0,49,0.462,0.485,0,1,0,True,False,False,False,False,True,False,True,False,False,False,False,True
0,0.0,1,1,5,1,42,5,3,3,1.0,1332.0,31,0.56,0.24,1,0,0,False,False,False,True,False,True,False,True,False,False,False,False,True
0,1.0,3,0,1,1,23,3,2,2,0.0,1607.0,73,0.576,0.622,0,1,0,False,True,False,False,False,True,False,True,False,False,False,True,False
0,0.0,1,-1,4,2,36,6,1,0,1.0,32669.0,65,0.527,0.477,1,0,0,False,False,False,True,False,True,False,False,False,False,False,False,True
0,0.0,3,3,3,1,28,4,1,3,1.0,15080.0,64,0.688,0.684,0,1,0,False,False,True,False,False,True,False,False,False,True,False,True,False
0,1.0,0,0,1,1,32,3,2,3,0.0,2032.0,63,0.742,0.5,0,0,0,False,True,False,False,False,True,False,True,False,False,False,False,True
0,1.0,1,3,1,1,36,5,1,3,0.0,2323.0,22,0.445,1.0,1,0,0,False,False,False,True,False,True,False,True,False,False,False,False,True
0,0.0,3,-1,5,1,36,6,3,2,1.0,15108.0,68,1.015,0.744,0,1,0,False,False,True,False,False,True,False,False,False,True,False,False,False
0,0.0,1,2,3,1,37,6,3,2,1.0,156.0,24,0.788,0.6,1,0,0,False,False,False,True,False,True,False,True,False,False,False,False,True
0,0.0,3,4,4,1,44,5,2,2,1.0,17827.0,58,0.542,0.871,0,1,0,False,False,False,True,False,True,False,False,False,True,False,True,False
0,0.0,2,1,4,1,26,4,2,4,1.0,14291.0,40,0.808,0.739,1,0,0,False,True,False,False,False,True,False,False,False,True,False,False,True
0,0.0,3,3,3,1,32,6,2,2,1.0,1438.3,45,0.66,0.875,0,1,0,False,False,True,False,False,True,False,True,False,False,False,False,False
0,1.0,2,2,1,1,14,4,3,3,0.0,419.0,61,0.693,0.794,0,0,0,True,False,False,False,False,True,False,True,False,False,False,False,True
0,0.0,4,3,3,1,36,6,2,4,1.0,3617.0,29,0.543,0.812,1,0,0,False,False,False,True,False,True,False,False,True,False,False,False,True
0,0.0,1,0,2,1,53,5,1,3,1.0,624.0,34,0.457,0.789,1,0,0,False,False,False,True,False,True,False,True,False,False,False,False,True
0,1.0,2,3,1,1,52,5,2,3,0.0,588.0,35,0.416,0.75,1,0,0,False,False,False,False,False,True,False,True,False,False,False,False,True
0,0.0,2,0,4,1,51,6,2,4,1.0,30622.0,66,1.329,0.784,0,1,0,False,False,False,True,False,True,False,False,False,False,False,False,False
0,1.0,0,1,-1,1,48,4,1,2,0.0,2238.0,32,0.441,0.778,1,0,0,False,False,False,True,False,True,False,True,False,False,False,False,True
0,1.0,3,-1,1,1,37,6,1,3,0.0,6453.0,74,0.76,0.609,0,1,0,False,False,True,False,False,True,False,False,True,False,False,False,False
0,1.0,1,1,1,1,23,3,1,2,0.0,2391.0,83,0.934,0.804,0,1,0,True,False,False,False,False,True,False,True,False,False,False,True,False
0,0.0,2,-1,3,1,39,5,3,3,1.0,20569.0,40,0.794,0.818,0,0,1,False,False,True,False,False,True,False,False,False,True,False,False,True
0,0.0,1,2,2,1,14,3,2,2,1.0,4996.0,54,0.962,0.862,1,0,0,False,True,False,False,False,True,False,False,True,False,False,False,True
0,0.0,2,3,4,1,36,5,2,2,1.0,2945.0,49,0.728,0.485,1,0,0,False,True,False,False,False,True,False,True,False,False,False,True,False
0,1.0,3,3,1,1,36,5,3,3,0.0,3500.0,67,0.707,0.595,0,1,0,False,True,False,False,False,True,False,True,False,False,False,True,False
0,0.0,4,3,4,2,40,5,1,4,1.0,34516.0,57,0.938,0.676,0,1,0,False,False,True,False,False,True,False,False,False,False,False,False,False
0,0.0,0,-1,2,1,14,4,1,4,1.0,1693.0,49,0.371,0.441,1,0,0,True,False,False,False,False,True,False,True,False,False,False,False,True
0,0.0,3,2,5,1,36,3,2,1,1.0,19487.0,81,0.995,0.761,0,0,1,False,False,True,False,False,True,False,False,False,True,False,False,True
0,0.0,2,3,3,1,38,6,3,2,1.0,6700.0,37,0.632,0.682,1,0,0,False,False,False,True,False,True,False,False,True,False,False,True,False
0,0.0,3,3,5,1,42,3,1,3,1.0,33047.0,77,0.846,0.571,0,1,0,False,False,True,False,False,True,False,False,False,False,False,True,False
0,1.0,5,2,2,1,40,3,1,1,0.0,4365.0,57,0.598,1.111,0,0,0,False,False,True,False,False,True,False,True,False,False,False,False,False
0,0.0,2,1,3,1,47,6,3,4,1.0,2248.0,77,0.735,0.54,0,1,0,False,False,False,True,False,True,False,True,False,False,False,False,False
0,1.0,2,3,1,1,27,4,1,1,0.0,725.0,52,0.612,0.857,0,1,0,False,True,False,False,False,True,False,True,False,False,False,True,False
0,0.0,2,2,4,2,45,3,1,4,1.0,33083.0,31,0.728,0.55,0,1,0,False,False,False,True,False,True,False,False,False,False,False,True,False
0,0.0,2,3,5,1,54,6,2,4,1.0,29868.0,25,0.483,0.562,1,0,0,False,False,False,True,False,True,False,False,False,False,False,False,True
0,1.0,3,3,1,1,35,3,2,3,0.0,705.0,45,0.517,0.607,1,0,0,False,False,False,True,False,True,False,True,False,False,False,True,False
0,1.0,2,0,1,1,42,3,2,2,0.0,2055.0,63,1.064,0.75,0,0,1,False,False,True,False,False,True,False,True,False,False,False,False,False
0,0.0,2,2,2,1,37,5,1,2,1.0,9663.0,60,1.027,0.714,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False
0,0.0,0,0,1,1,46,6,1,2,1.0,1422.0,34,0.376,0.545,1,0,0,False,False,False,True,False,True,False,True,False,False,False,False,True
0,1.0,2,4,2,1,40,5,1,4,0.0,132.0,37,0.374,0.37,1,0,0,False,False,False,True,False,True,False,True,False,False,False,False,True
0,0.0,4,0,4,1,32,3,3,2,1.0,32670.0,39,0.744,0.5,0,1,0,False,False,True,False,False,True,False,False,False,False,False,True,False
0,1.0,3,-1,-1,1,36,4,2,1,0.0,5465.0,67,0.57,0.675,1,0,0,False,False,True,False,False,True,False,False,True,False,False,False,True
0,1.0,1,4,1,1,15,6,2,0,0.0,413.0,61,0.69,0.649,1,0,0,False,True,False,False,False,True,False,True,False,False,False,True,False
0,1.0,2,4,-1,1,36,3,3,2,0.0,24904.0,71,0.636,0.479,0,1,0,False,False,True,False,False,False,True,False,False,True,False,False,False
1,1.0,1,3,1,1,45,3,5,5,0.0,1438.3,39,0.647,0.444,0,1,0,False,False,False,True,False,True,False,True,False,False,False,False,False
0,0.0,0,1,1,1,56,6,3,1,1.0,763.0,47,0.987,1.043,1,0,0,False,False,False,False,False,True,False,True,False,False,False,False,True
0,1.0,5,3,2,1,35,5,2,1,0.0,9823.0,74,0.797,0.609,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False
0,0.0,5,-1,4,1,39,6,2,3,1.0,13241.0,76,1.002,0.551,0,1,0,False,False,True,False,False,True,False,False,True,False,False,False,False
0,0.0,4,1,4,1,42,6,1,2,1.0,11921.0,47,0.853,0.88,1,0,0,False,False,False,True,False,True,False,False,True,False,False,False,True
0,0.0,3,1,4,1,31,6,1,1,1.0,3785.0,62,0.934,0.938,0,1,0,False,True,False,False,False,True,False,False,True,False,False,True,False
0,0.0,2,3,3,1,36,3,1,4,1.0,4032.0,62,1.182,0.771,1,0,0,False,True,False,False,False,True,False,False,True,False,False,False,True
0,0.0,1,3,2,1,36,4,3,2,1.0,548.3,48,1.143,1.4,0,0,1,False,False,True,False,False,True,False,True,False,False,False,True,False
0,1.0,0,-1,1,1,55,3,1,0,0.0,782.0,27,0.455,0.929,1,0,0,False,False,False,False,False,True,False,True,False,False,False,True,False
0,1.0,1,2,1,1,24,4,3,0,0.0,933.0,64,0.652,0.778,0,1,0,True,False,False,False,False,True,False,True,False,False,False,False,True
0,0.0,4,3,5,2,36,4,1,3,1.0,33136.0,56,0.66,0.4,1,0,0,False,False,True,False,False,True,False,False,False,False,False,True,False
0,0.0,4,0,4,1,36,6,2,2,1.0,28002.0,38,0.601,1.111,0,0,0,False,False,True,False,False,True,False,False,False,False,False,False,True
0,0.0,1,0,2,1,45,5,3,3,1.0,988.0,62,0.849,0.59,1,0,0,False,False,True,False,False,True,False,True,False,False,False,True,False
0,0.0,2,-1,4,1,44,4,1,3,1.0,4664.0,39,0.545,0.56,1,0,0,False,False,False,True,False,True,False,False,True,False,False,False,True
0,0.0,2,0,5,1,44,3,3,3,1.0,26445.0,21,0.482,0.5,1,0,0,False,False,False,True,False,True,False,False,False,True,False,True,False
0,1.0,4,1,1,1,43,4,3,2,0.0,2836.0,73,0.576,0.622,1,0,0,False,False,True,False,False,True,False,True,False,False,False,False,True
0,0.0,1,3,3,1,50,6,3,3,1.0,4446.0,28,0.661,0.75,1,0,0,False,False,False,True,False,True,False,False,True,False,False,False,True
0,0.0,1,3,2,1,53,4,1,2,1.0,4233.0,42,0.583,0.355,1,0,0,False,False,False,False,False,True,False,False,True,False,False,False,True
0,0.0,4,1,4,1,36,4,3,2,1.0,21378.0,50,0.807,0.724,0,0,1,False,False,True,False,False,True,False,False,False,True,False,False,True
0,0.0,2,-1,2,1,29,3,2,2,1.0,1786.0,37,0.788,0.947,1,0,0,False,True,False,False,False,True,False,True,False,False,False,False,True
0,0.0,0,-1,5,1,36,5,2,1,1.0,1666.0,48,0.885,0.92,1,0,0,False,True,False,False,False,True,False,True,False,False,False,False,True
0,0.0,4,2,5,1,34,5,3,3,1.0,7284.0,56,0.698,0.647,0,0,1,False,False,True,False,False,True,False,False,True,False,False,False,True
0,1.0,3,3,1,1,34,5,1,0,0.0,1589.0,28,0.653,0.647,1,0,0,False,True,False,False,False,True,False,True,False,False,False,False,True
0,0.0,1,3,4,1,43,6,1,1,1.0,612.0,33,0.378,0.435,1,0,0,False,False,False,True,False,True,False,True,False,False,False,False,True
0,0.0,3,0,1,1,36,3,3,2,1.0,278.0,35,0.46,0.591,1,0,0,False,False,False,True,False,True,False,True,False,False,False,True,False
0,1.0,2,1,2,1,36,3,3,3,0.0,6162.0,56,0.946,0.514,0,1,0,False,False,False,True,False,True,False,False,True,False,False,True,False
0,0.0,0,2,1,1,13,6,1,2,1.0,4924.0,61,0.678,0.525,0,0,1,True,False,False,False,False,True,False,False,True,False,False,True,False
0,1.0,1,4,1,1,22,4,1,3,0.0,1330.0,59,0.7,0.553,0,1,0,True,False,False,False,False,True,False,True,False,False,False,False,True
0,0.0,1,-1,4,1,26,3,2,2,1.0,8619.0,40,0.602,0.538,1,0,0,False,True,False,False,False,True,False,False,True,False,False,True,False
0,0.0,0,0,3,1,14,4,3,3,1.0,8186.0,67,0.737,0.426,0,1,0,False,True,False,False,False,True,False,False,True,False,False,False,False
0,1.0,1,2,1,1,49,3,3,2,0.0,2561.0,47,0.608,0.621,1,0,0,False,False,False,True,False,True,False,True,False,False,False,True,False
0,1.0,4,0,1,2,30,5,2,2,0.0,11166.0,37,0.695,0.48,0,0,1,False,False,True,False,False,True,False,False,True,False,False,False,True
0,1.0,3,1,1,1,28,4,2,1,0.0,2191.0,61,0.707,0.848,0,1,0,False,False,True,False,False,True,False,True,False,False,False,True,False
0,0.0,2,4,3,2,36,3,3,4,1.0,32562.0,52,0.436,0.486,0,1,0,False,True,False,False,False,True,False,False,False,False,False,False,True
0,0.0,2,1,4,1,38,6,3,4,1.0,3654.0,39,0.779,0.773,1,0,0,False,False,False,True,False,True,False,False,True,False,False,False,True
0,1.0,1,3,1,1,30,5,1,1,0.0,5706.0,64,0.767,0.524,0,0,1,False,True,False,False,False,True,False,False,True,False,False,False,True
0,1.0,4,0,1,1,26,5,1,4,0.0,1178.0,57,1.486,1.036,1,0,0,False,True,False,False,False,True,False,True,False,False,False,True,False
0,0.0,1,2,4,1,36,4,1,0,1.0,23770.0,48,1.033,1.0,1,0,0,False,True,False,False,False,True,False,False,False,True,False,True,False
0,1.0,4,2,2,1,24,5,3,2,0.0,788.0,50,0.703,1.174,1,0,0,False,True,False,False,False,True,False,True,False,False,False,False,True
0,0.0,0,3,4,1,43,4,3,3,1.0,6191.0,76,0.572,0.583,0,1,0,False,False,False,True,False,True,False,False,True,False,False,False,True
0,1.0,1,1,1,1,36,6,2,2,0.0,1844.0,32,0.416,0.524,1,0,0,False,False,False,True,False,True,False,True,False,False,False,True,False
0,0.0,2,3,4,1,29,6,2,3,1.0,22592.0,75,0.782,0.786,0,0,0,False,False,True,False,False,True,False,False,False,True,False,False,True
0,0.0,3,1,4,1,39,5,3,2,1.0,1019.0,78,0.6,0.529,1,0,0,False,False,True,False,False,True,False,True,False,False,False,True,False
0,0.0,4,1,2,1,32,6,4,2,1.0,785.0,62,0.762,0.824,0,1,0,False,True,False,False,False,True,False,True,False,False,False,False,True
0,0.0,2,3,2,1,41,5,2,2,1.0,6367.0,63,0.707,0.75,1,0,0,False,False,True,False,False,True,False,False,True,False,False,False,True
0,0.0,3,-1,4,1,37,5,3,3,1.0,15366.0,60,0.878,0.875,1,0,0,False,False,True,False,False,True,False,False,False,True,False,False,True
0,0.0,2,3,4,1,17,4,3,1,1.0,871.0,72,0.846,0.6,0,1,0,False,True,False,False,False,True,False,True,False,False,False,False,True
0,1.0,1,3,1,1,36,6,2,4,0.0,6827.0,49,0.754,0.815,0,1,0,False,True,False,False,False,True,False,False,True,False,False,False,False
0,1.0,3,2,2,1,34,5,2,5,0.0,2563.0,62,0.83,0.59,0,0,0,False,False,True,False,False,True,False,True,False,False,False,False,True
0,0.0,2,2,5,1,47,3,3,2,1.0,26628.0,77,0.695,0.674,1,0,0,False,False,False,True,False,True,False,False,False,True,False,True,False
0,1.0,3,1,1,1,36,4,3,1,0.0,304.0,77,0.522,0.571,1,0,0,False,False,True,False,False,True,False,True,False,False,False,True,False
0,1.0,1,3,1,1,50,6,6,4,0.0,825.0,33,0.431,0.833,1,0,0,False,False,False,False,False,True,False,True,False,False,False,False,True
1,0.0,3,4,4,1,45,3,0,4,1.0,23870.0,39,0.604,0.345,1,0,0,False,False,True,False,False,True,False,False,False,True,False,False,False
0,1.0,0,3,1,1,17,3,2,1,0.0,3778.0,69,0.679,0.816,0,1,0,True,False,False,False,False,True,False,True,False,False,False,True,False
0,0.0,3,0,3,1,45,5,3,5,1.0,19417.0,66,0.563,0.737,0,1,0,False,False,True,False,False,True,False,False,False,True,False,True,False
0,0.0,2,1,3,1,26,6,1,4,1.0,901.0,60,0.567,0.579,0,0,0,False,True,False,False,False,True,False,True,False,False,False,True,False
0,1.0,1,3,1,1,28,6,3,3,0.0,1401.0,84,0.824,0.867,0,1,0,False,True,False,False,False,True,False,True,False,False,False,True,False
0,0.0,3,4,3,1,44,3,1,5,1.0,15027.0,59,0.811,0.788,0,1,0,False,False,True,False,False,True,False,False,False,True,False,False,False
0,0.0,2,5,5,1,32,3,3,5,1.0,30169.0,68,0.831,0.7,0,1,0,False,True,False,False,False,True,False,False,False,False,False,False,True
0,1.0,3,2,-1,2,31,3,2,2,0.0,33597.0,79,0.919,0.756,0,1,0,False,False,True,False,False,True,False,False,False,False,False,True,False
0,0.0,2,-1,4,1,29,3,3,5,1.0,3807.0,51,0.777,0.889,0,1,0,False,True,False,False,False,True,False,False,True,False,False,False,True
1,1.0,4,-1,1,1,36,1,4,5,0.0,2143.0,36,0.853,0.333,1,0,0,False,False,False,True,False,True,False,True,False,False,False,False,False
0,0.0,3,0,3,3,40,5,2,5,1.0,32199.0,68,0.699,0.7,0,1,0,False,False,True,False,False,True,False,False,False,False,False,False,True
0,0.0,1,-1,3,1,19,3,1,2,1.0,21517.0,65,0.631,0.912,0,1,0,True,False,False,False,False,True,False,False,False,True,False,False,True
0,1.0,3,4,2,1,28,5,2,3,0.0,783.0,44,1.416,1.75,1,0,0,False,True,False,False,False,True,False,True,False,False,False,True,False
0,0.0,2,2,3,1,24,5,2,5,1.0,22192.0,73,0.739,0.698,0,1,0,False,True,False,False,False,True,False,False,False,True,False,True,False
0,1.0,4,1,1,1,36,4,1,3,0.0,2699.0,49,0.84,1.042,1,0,0,False,True,False,False,False,True,False,True,False,False,False,False,True
0,1.0,2,1,2,1,41,5,3,2,0.0,1325.0,27,0.686,0.227,1,0,0,False,False,False,True,False,True,False,True,False,False,False,True,False
0,0.0,1,1,1,1,36,5,3,4,1.0,330.0,61,0.653,0.525,0,0,0,True,False,False,False,False,True,False,True,False,False,False,False,True
0,1.0,2,0,1,1,19,6,2,0,0.0,892.0,68,0.866,0.789,0,0,0,False,True,False,False,False,True,False,True,False,False,False,False,True
0,1.0,3,0,1,1,33,5,3,5,0.0,558.0,53,0.922,0.71,0,1,0,False,False,True,False,False,True,False,True,False,False,False,False,True
0,1.0,3,1,-1,1,31,5,1,5,0.0,13009.0,51,0.565,0.594,1,0,0,False,False,False,True,False,True,False,False,False,True,False,False,True
0,0.0,3,3,2,1,35,4,1,4,1.0,3065.0,69,0.716,0.605,0,1,0,False,False,False,True,False,True,False,True,False,False,False,False,False
0,1.0,2,5,1,1,28,3,3,2,0.0,1438.3,91,0.892,0.896,0,1,0,False,True,False,False,False,True,False,True,False,False,False,False,False
0,1.0,0,3,2,1,56,4,3,5,0.0,6305.0,66,0.475,0.65,0,1,0,False,False,False,False,False,True,False,False,True,False,False,True,False
0,0.0,2,0,3,1,36,4,2,2,1.0,8902.0,70,1.211,1.059,0,1,0,False,True,False,False,False,True,False,False,True,False,False,False,True
0,0.0,3,3,2,1,37,6,2,5,1.0,2403.0,64,0.727,0.882,1,0,0,False,False,True,False,False,True,False,True,False,False,False,False,False
0,1.0,3,0,1,1,32,4,3,2,0.0,1870.0,38,0.577,1.923,1,0,0,False,False,True,False,False,True,False,True,False,False,False,True,False
0,0.0,1,3,2,1,43,4,3,3,1.0,189.0,39,0.506,0.625,1,0,0,False,False,False,True,False,True,False,True,False,False,False,False,True
